Unique_ID,RSI_Site,Time,Vehicle_Type ,Vehicle_Occupancy,Origin_Postcode,Origin_Purpose,Destination_Postcode,Destination_Purpose,OriginX,OriginY,DestinationX,DestinationY,BlackcatOrig,BlackCatDest
8926,C13b,14:00,CAR / TAXI,1,SG175SA,HOME,CB20QQ,OTHER,514214,236678,546549,255140,60186,32702
8927,C13b,14:00,CAR / TAXI,2,MK453EF,HOME,CB20QQ,OTHER,506722,243439,488393,251942,32323,81016
8928,C13b,14:00,CAR / TAXI,3,CB235ED,HOME,CB20QQ,OTHER,531067,259231,545775,258279,33255,32772
8929,C13b,14:00,CAR / TAXI,1,SG85QP,WORK,CB20QQ,OTHER,536988,250429,546549,255140,32948,32702
8930,C13b,14:00,CAR / TAXI,1,SG87BS,WORK,CB215EE,WORK,535827,240770,545091,258327,30902,32772
8931,C13b,14:30,CAR / TAXI,1,CB236JN,OTHER,CB225BT,HOME,531918,259550,547504,251704,33283,33111
8932,C13b,14:30,CAR / TAXI,1,SG86NZ,VISIT FRIENDS,CB29NR,HOME,538341,247251,544416,254130,33422,33121
8933,C13b,14:30,CAR / TAXI,2,CB238EL,SHOPPING,CB225JU,HOME,537722,263693,545091,258327,33302,32772
8934,C13b,14:30,CAR / TAXI,4,PE195RP,REC / LEISURE,CB225AU,HOME,522097,266954,546605,252111,32918,33111
8935,C13b,14:30,CAR / TAXI,1,CB58DG,HOME,CB225JT,OTHER,545680,258853,545654,253538,32773,33111
8936,C13b,14:30,LGV,1,CO28HH,EMPLOYERS BUS,CB223TJ,EMPLOYERS BUS,601873,223578,549304,250201,60648,32981
8937,C13b,14:30,CAR / TAXI,2,CB40DN,WORK,CB223LR,HOME,547529,261366,546096,252173,32732,33111
8938,C13b,14:30,LGV,2,SG75TJ,WORK,CB225AJ,EMPLOYERS BUS,526353,239612,547042,252882,30271,33111
8939,C13b,14:30,CAR / TAXI,2,CB249JL,HOME,CB20QQ,OTHER,543727,263475,546549,255140,33012,32702
8940,C13b,14:30,CAR / TAXI,2,PE195LF,HOME,CB20QQ,OTHER,516394,262332,546549,255140,32938,32702
8941,C13b,14:30,CAR / TAXI,1,PE262QB,HOME,CB20QQ,OTHER,526464,283003,546549,255140,33341,32702
8942,C13b,14:30,CAR / TAXI,2,CB29FT,OTHER,CB225EA,HOME,544356,254570,556258,246991,33121,60295
8943,C13b,14:30,CAR / TAXI,1,CB243DE,OTHER,CB20QQ,OTHER,540356,265925,546549,255140,33023,32702
8944,C13b,14:30,CAR / TAXI,2,CB245ES,HOME,CB225JT,OTHER,540275,270243,545375,257315,33001,33131
8945,C13b,14:30,CAR / TAXI,1,PE284JD,HOME,CB20QQ,OTHER,517737,277013,546549,255140,32871,32702
8946,C13b,14:30,CAR / TAXI,1,CB227PX,WORK,CB223BG,VISIT FRIENDS,542518,250901,545091,258327,33092,32772
8947,C13b,14:30,CAR / TAXI,1,CB233RE,OTHER,CB21NX,OTHER,528747,262836,546549,255140,33266,32702
8948,C13b,14:30,LGV,1,PE113ZN,EMPLOYERS BUS,CB225EY,EMPLOYERS BUS,525439,325217,546244,252067,65089,33111
8949,C13b,14:30,LGV,1,CB236AZ,EMPLOYERS BUS,CB225FY,OTHER,532329,259413,546128,252023,33284,33111
8950,C13b,14:30,CAR / TAXI,2,CB42DS,HOME,CB223JU,VISIT FRIENDS,545207,261720,549005,249692,33014,32981
8951,C13b,14:30,CAR / TAXI,1,CB227QJ,HOME,CB225JT,OTHER,543448,251409,545654,253538,33093,33111
8952,C13b,14:30,CAR / TAXI,1,KT130SL,PERSONAL BUSINESS,CB58SH,WORK,506797,162858,548014,258646,80001,32762
8953,C13b,14:30,CAR / TAXI,1,LU55XR,WORK,CB20QQ,EMPLOYERS BUS,502458,223173,546549,255140,60199,32702
8954,C13b,14:30,CAR / TAXI,2,PE195BB,HOME,CB20QQ,OTHER,512313,264624,546549,255140,32935,32702
8955,C13b,14:30,CAR / TAXI,1,CB236AF,HOME,CB18NN,EDUCATION,532292,259322,548080,255818,33282,32702
8956,C13b,14:30,CAR / TAXI,2,SG85RP,HOME,CB20QQ,OTHER,535638,246395,546549,255140,33418,32702
8957,C13b,14:30,CAR / TAXI,1,CB41TY,HOME,CB20QQ,OTHER,547081,260194,546549,255140,32732,32702
8958,C13b,14:30,CAR / TAXI,1,CB237XR,HOME,CB225LZ,PERSONAL BUSINESS,537312,259121,545511,257656,33331,33131
8959,C13b,15:00,CAR / TAXI,2,SG89AU,VISIT FRIENDS,CB58HU,HOME,535562,240384,546364,258995,30901,32761
8960,C13b,15:00,CAR / TAXI,1,PE289LR,HOME,CB20QQ,OTHER,532116,268255,546549,255140,32854,32702
8961,C13b,15:00,CAR / TAXI,1,SG80AG,HOME,CB29NE,OTHER,532916,249790,545042,254063,32946,33121
8962,C13b,15:00,CAR / TAXI,1,CB243UP,HOME,CB20QQ,WORK,539201,267118,545160,256441,33022,33132
8963,C13b,15:00,CAR / TAXI,1,SG188BN,EMPLOYERS BUS,CB20QQ,OTHER,518885,243723,546549,255140,31833,32702
8964,C13b,15:00,CAR / TAXI,1,CB225HS,HOME,CB20AD,WORK,543766,252134,549291,256891,33093,32971
8965,C13b,15:00,CAR / TAXI,2,CB244RW,HOME,CB225JT,OTHER,536334,268153,545654,253538,33021,33111
8966,C13b,15:00,CAR / TAXI,1,SG86DP,WORK,CB20QQ,OTHER,538014,243827,546549,255140,33101,32702
8967,C13b,15:00,CAR / TAXI,2,CB237DY,HOME,CB20QQ,OTHER,538085,256562,546549,255140,13311,32702
8968,C13b,15:00,CAR / TAXI,1,CB233PP,HOME,CB225EH,PERSONAL BUSINESS,530722,258026,546096,252173,33291,33111
8969,C13b,15:00,CAR / TAXI,1,E111BY,VISIT FRIENDS,CB20QQ,PERSONAL BUSINESS,538805,187387,546549,255140,71085,32702
8970,C13b,15:00,CAR / TAXI,1,PE283XT,HOME,CB225AR,VISIT FRIENDS,537016,275034,546513,252490,32843,33111
8971,C13b,15:00,CAR / TAXI,2,CB62RX,HOME,CB20QQ,PERSONAL BUSINESS,544834,278811,546549,255140,60339,32702
8972,C13b,15:00,CAR / TAXI,1,SG85AA,HOME,CB20QQ,OTHER,535585,240770,546549,255140,30902,32702
8973,C13b,15:00,CAR / TAXI,2,SG87DD,HOME,CB20QQ,OTHER,535817,241212,546549,255140,30902,32702
8974,C13b,15:00,CAR / TAXI,1,SG188DW,HOME,CB225LR,WORK,519019,244397,546471,252144,31832,33111
8975,C13b,15:00,CAR / TAXI,1,CB227GX,WORK,CB18PU,HOME,541952,251413,547837,255559,33092,32702
8976,C13b,15:00,CAR / TAXI,2,PE283XL,HOME,CB20QQ,VISIT FRIENDS,536790,275109,546549,255140,32843,32702
8977,C13b,15:00,CAR / TAXI,1,SG87BS,SHOPPING,CB225AF,HOME,535827,240770,545091,258327,30902,32772
8978,C13b,15:00,CAR / TAXI,1,TW26RW,HOME,CB20QQ,OTHER,515072,173209,546549,255140,70757,32702
8979,C13b,15:00,CAR / TAXI,2,SG64SX,HOME,CB20QQ,OTHER,521523,234415,546549,255140,60028,32702
8980,C13b,15:00,CAR / TAXI,2,EN20HJ,HOME,CB225JT,SHOPPING,532618,198566,545654,253538,71135,33111
8981,C13b,15:00,CAR / TAXI,1,PE273FW,HOME,CB20QQ,OTHER,531497,272902,546549,255140,32841,32702
8982,C13b,15:00,CAR / TAXI,1,CB250NA,WORK,CB20QQ,WORK,555508,261904,546549,255140,60282,32702
8983,C13b,15:00,CAR / TAXI,1,PE276NZ,HOME,CB20QQ,WORK,530475,273130,546549,255140,32841,32702
8984,C13b,15:00,CAR / TAXI,1,PE283QH,HOME,CB20QQ,VISIT FRIENDS,538715,275222,546549,255140,32843,32702
8985,C13b,15:00,CAR / TAXI,1,CB30NJ,WORK,CB225LS,HOME,543157,260909,545938,252907,33141,33111
8986,C13b,15:00,CAR / TAXI,1,SG87HZ,OTHER,CB29NH,HOME,544700,245296,544642,254291,60307,33121
8987,C13b,15:00,CAR / TAXI,1,SG86UP,WORK,CB12JH,EDUCATION,540141,247894,546101,257260,33422,33132
8988,C13b,15:30,CAR / TAXI,1,CB249PH,WORK,CB225DS,HOME,544353,262539,549367,250070,33013,32981
8989,C13b,15:30,LGV,1,CB227RR,EMPLOYERS BUS,CB225DS,EMPLOYERS BUS,540051,249702,547054,251876,32949,33111
8990,C13b,15:30,CAR / TAXI,2,PE262QE,HOME,CB20QQ,OTHER,525934,282771,546549,255140,33341,32702
8991,C13b,15:30,CAR / TAXI,1,SG89JZ,OTHER,CB20QQ,OTHER,535770,240554,546549,255140,30902,32702
8992,C13b,15:30,CAR / TAXI,1,CB214NN,WORK,CB29HS,HOME,555736,246652,549680,256538,60295,32971
8993,C13b,15:30,CAR / TAXI,1,SG85LZ,WORK,CB58SF,WORK,535865,241848,548228,259051,30902,32762
8994,C13b,15:30,CAR / TAXI,3,NG316EU,HOME,CB20QQ,PERSONAL BUSINESS,491672,335433,546549,255140,65001,32702
8995,C13b,15:30,CAR / TAXI,1,PE46LA,WORK,CB223EE,WORK,516800,302648,548835,248086,60371,60308
8996,C13b,15:30,CAR / TAXI,1,AL48LP,HOME,CB20QQ,WORK,516792,216395,546549,255140,60036,32702
8997,C13b,15:30,MOTORCYCLE,1,SG86EF,WORK,CB29NJ,HOME,538394,245177,544587,254331,33101,33121
8998,C13b,15:30,CAR / TAXI,1,ST43ES,WORK,CB29NX,WORK,389905,344055,545190,254090,90024,33121
8999,C13b,15:30,CAR / TAXI,2,CB243DS,WORK,CB20QQ,PERSONAL BUSINESS,539891,268230,546549,255140,33022,32702
9000,C13b,15:30,LGV,2,CA125RN,HOME,CB225NB,REC / LEISURE,324912,523632,545305,253949,10002,33111
9001,C13b,15:30,CAR / TAXI,1,SG88DS,HOME,CB20QQ,VISIT FRIENDS,539840,238422,546549,255140,30272,32702
9002,C13b,15:30,CAR / TAXI,2,SG90RN,HOME,CB20QQ,PERSONAL BUSINESS,533086,232838,546549,255140,30273,32702
9003,C13b,15:30,CAR / TAXI,1,PE296NT,WORK,CB20QQ,WORK,522564,272105,546304,250464,32863,33094
9004,C13b,15:30,CAR / TAXI,1,CB63PZ,WORK,CB225DG,WORK,548536,276451,546963,251736,60338,33111
9005,C13b,15:30,CAR / TAXI,1,SG192QR,HOME,CB20QQ,OTHER,522410,249622,546549,255140,31814,32702
9006,C13b,15:30,CAR / TAXI,1,MK80NR,HOME,CB20QQ,OTHER,481930,236692,546549,255140,81035,32702
9007,C13b,15:30,CAR / TAXI,1,CB238EU,OTHER,CB225DZ,HOME,538408,263784,548622,249416,33303,32981
9008,C13b,15:30,CAR / TAXI,1,CB236BG,HOME,CB223AB,OTHER,532428,259277,545115,257541,33282,33131
9009,C13b,15:30,CAR / TAXI,2,CB238BB,HOME,CB225JT,SHOPPING,535606,261582,545654,253538,33311,33111
9010,C13b,15:30,CAR / TAXI,3,MK438RP,HOME,CB20QQ,OTHER,500957,248859,504437,251419,32464,32371
9011,C13b,15:30,CAR / TAXI,2,CB244RT,HOME,CB20QQ,OTHER,536216,268070,545554,257361,33021,33131
9012,C13b,15:30,CAR / TAXI,3,CB231JW,EDUCATION,CB20QQ,OTHER,540592,252176,544775,258848,33091,32753
9013,C13b,15:30,CAR / TAXI,2,CB238TG,OTHER,CB225JT,REC / LEISURE,538336,263203,545654,253538,33303,33111
9014,C13b,15:30,CAR / TAXI,2,CB224RA,OTHER,CB29NQ,OTHER,547769,246202,549207,256377,60307,32713
9015,C13b,16:00,LGV,1,CB58DT,EMPLOYERS BUS,CB29NX,EMPLOYERS BUS,545881,258789,545190,254090,32773,33121
9016,C13b,16:00,CAR / TAXI,1,CB238TU,WORK,CB225AS,HOME,537835,264134,546455,252582,33302,33111
9017,C13b,16:00,CAR / TAXI,1,CB248XL,OTHER,CB225SY,HOME,544905,267990,546941,252147,33011,33111
9018,C13b,16:00,CAR / TAXI,2,CB224RQ,HOME,CB11PT,SHOPPING,545624,246044,545944,258339,60307,32781
9019,C13b,16:00,CAR / TAXI,1,CB259PR,WORK,CB223JH,EMPLOYERS BUS,549327,265898,549367,250070,32991,32981
9020,C13b,16:00,LGV,1,CB42HR,OTHER,CB225DQ,HOME,545014,260906,546304,250464,32721,33094
9021,C13b,16:00,CAR / TAXI,1,CB23BJ,HOME,CB20QQ,OTHER,545091,258327,548622,249416,32772,32981
9022,C13b,16:00,CAR / TAXI,1,SG193EJ,HOME,CB20QQ,OTHER,523695,252557,546549,255140,32942,32702
9023,C13b,16:00,CAR / TAXI,1,TW61AP,OTHER,CB13QZ,HOME,507684,175962,545545,258654,70658,32773
9024,C13b,16:00,CAR / TAXI,2,CB244UQ,WORK,CB223BT,HOME,536108,265789,544477,259244,33021,32753
9025,C13b,16:00,LGV,1,CB243BG,WORK,CB223BQ,HOME,541330,264011,546304,250464,33024,33094
9026,C13b,16:00,CAR / TAXI,1,CM241QW,WORK,CB20QQ,OTHER,555516,223476,545089,257786,60679,32772
9027,C13b,16:00,CAR / TAXI,2,SG88EB,HOME,CB20QQ,OTHER,538455,235527,546549,255140,30272,32702
9028,C13b,16:00,CAR / TAXI,2,CB249XL,HOME,CB225JT,SHOPPING,543967,263526,545654,253538,33012,33111
9029,C13b,16:00,LGV,1,CB233AH,WORK,CB225XA,VISIT FRIENDS,535325,259321,545463,253349,33312,33111
9030,C13b,16:00,CAR / TAXI,1,CB42RD,VISIT FRIENDS,CB223DE,HOME,545962,260842,549198,250017,32731,32981
9031,C13b,16:00,CAR / TAXI,2,CB23NA,EDUCATION,CB29ND,HOME,545034,258405,548763,249842,32772,32981
9032,C13b,16:00,CAR / TAXI,1,CB244UG,WORK,CB223TB,HOME,535888,265920,548862,248478,33021,32981
9033,C13b,16:00,CAR / TAXI,1,CB42LZ,HOME,CB20QQ,WORK,545541,261248,546549,255140,32731,32702
9034,C13b,16:00,CAR / TAXI,1,CB29LU,WORK,CB225LH,HOME,544581,254562,546290,252597,33121,33111
9035,C13b,16:00,CAR / TAXI,1,CB29FT,PERSONAL BUSINESS,CB20QQ,WORK,544356,254570,556258,246991,33121,60295
9036,C13b,16:00,LGV,1,SG86DP,EMPLOYERS BUS,CB20QQ,WORK,538014,243827,546549,255140,33101,32702
9037,C13b,16:00,CAR / TAXI,1,PE273HW,HOME,CB20QQ,OTHER,531582,272861,545091,258327,32841,32772
9038,C13b,16:00,CAR / TAXI,1,PE289DP,EMPLOYERS BUS,CB225DG,EMPLOYERS BUS,523500,274794,546963,251736,42872,33111
9039,C13b,16:00,CAR / TAXI,1,CB249AH,OTHER,CB225DB,HOME,543860,262963,546558,251971,33012,33111
9040,C13b,16:00,CAR / TAXI,2,CB246AJ,VISIT FRIENDS,CB225LN,HOME,547617,262718,546220,252148,32961,33111
9041,C13b,16:00,CAR / TAXI,1,CB227ZE,WORK,CB225JT,OTHER,543378,249089,543375,255291,33092,33162
9042,C13b,16:30,CAR / TAXI,2,CB42QT,OTHER,CB223DW,HOME,545858,261790,546549,255140,32961,32702
9043,C13b,16:30,CAR / TAXI,2,PE274TB,HOME,CB20QQ,OTHER,534142,271908,546549,255140,32843,32702
9044,C13b,16:30,CAR / TAXI,3,CB259JU,WORK,CB20QQ,OTHER,549569,265730,546549,255140,32991,32702
9045,C13b,16:30,CAR / TAXI,3,CB249NP,HOME,CB223HW,OTHER,544138,262909,548376,249175,33013,32981
9046,C13b,16:30,CAR / TAXI,1,CB43JD,WORK,CB225EZ,HOME,544296,259799,546304,250464,32721,33094
9047,C13b,16:30,LGV,1,CB244QP,WORK,CB225EH,EMPLOYERS BUS,535625,268896,546096,252173,33021,33111
9048,C13b,16:30,LGV,1,CB236HB,WORK,CB223LH,HOME,532254,259611,549182,249916,33284,32981
9049,C13b,16:30,CAR / TAXI,3,CB29NS,HOME,CB20QQ,PERSONAL BUSINESS,545832,254188,546549,255140,33111,32702
9050,C13b,16:30,LGV,3,SG86EE,WORK,CB225DL,WORK,538915,245184,544261,257298,33101,32771
9051,C13b,16:30,CAR / TAXI,1,CB232SU,VISIT FRIENDS,CB225EH,HOME,531458,257651,546096,252173,33292,33111
9052,C13b,16:30,CAR / TAXI,1,PE273JA,WORK,CB225JP,HOME,531751,272594,545166,253812,32841,33111
9053,C13b,16:30,CAR / TAXI,2,CB42QT,WORK,CB101NU,HOME,545858,261790,546549,255140,32961,32702
9054,C13b,16:30,CAR / TAXI,1,SG85DH,HOME,CB20QQ,PERSONAL BUSINESS,535168,240855,546549,255140,30901,32702
9055,C13b,16:30,CAR / TAXI,2,MK437QB,HOME,CB20QQ,PERSONAL BUSINESS,499000,253378,507511,250369,32463,32318
9056,C13b,16:30,CAR / TAXI,1,CB237DS,WORK,CB225AD,HOME,537891,256167,545858,261790,13311,32961
9057,C13b,16:30,CAR / TAXI,1,CB30PN,HOME,CB225LZ,WORK,542454,262057,546177,251959,33141,33111
9058,C13b,16:30,CAR / TAXI,1,CB224QD,WORK,CB20QQ,PERSONAL BUSINESS,548441,245620,545654,253538,60307,33111
9059,C13b,16:30,CAR / TAXI,4,CB227NG,HOME,CB20QQ,VISIT FRIENDS,542628,251338,546549,255140,33092,32702
9060,C13b,16:30,CAR / TAXI,1,CB42HD,WORK,CB20QQ,OTHER,544523,260771,546549,255140,32721,32702
9061,C13b,16:30,CAR / TAXI,1,SG99JS,WORK,CB20QQ,OTHER,536331,228667,546549,255140,60091,32702
9062,C13b,16:30,CAR / TAXI,1,SG86JL,HOME,CB20QQ,OTHER,538934,244708,546549,255140,33101,32702
9063,C13b,16:30,CAR / TAXI,3,CB238EL,SHOPPING,CB223BN,HOME,537722,263693,545091,258327,33302,32772
9064,C13b,16:30,CAR / TAXI,1,PE192SH,WORK,CB225AL,HOME,518262,258898,547057,252794,33184,33111
9065,C13b,16:30,CAR / TAXI,3,CB62WS,HOME,CB225AU,VISIT FRIENDS,554185,281196,546605,252111,60303,33111
9066,C13b,16:30,CAR / TAXI,1,CB225HY,WORK,CB225JT,SHOPPING,544080,251864,548618,259312,33093,42971
9067,C13b,17:00,CAR / TAXI,1,CB243ER,HOME,CB20QQ,WORK,542499,266012,551658,256510,33011,32971
9068,C13b,17:00,CAR / TAXI,1,PE285BH,WORK,CB225EG,WORK,515139,274391,546231,252474,32933,33111
9069,C13b,17:00,CAR / TAXI,2,CB227NP,HOME,CB20QQ,OTHER,542009,250911,544109,257864,33092,32771
9070,C13b,17:00,CAR / TAXI,3,PE301JS,OTHER,CB225FJ,HOME,561788,320295,546635,251725,60435,33111
9071,C13b,17:00,CAR / TAXI,1,CB226SE,WORK,CB223HJ,HOME,540741,248473,548579,249042,33092,32981
9072,C13b,17:00,CAR / TAXI,2,CB244TT,HOME,CB223BP,OTHER,535835,268733,544293,257706,33021,32771
9073,C13b,17:00,CAR / TAXI,1,SG85HE,WORK,CB225JJ,HOME,534848,241345,546064,257569,30901,32781
9074,C13b,17:00,LGV,1,SG86DN,WORK,CB13DE,HOME,538237,243886,547046,257694,33101,32711
9075,C13b,17:00,CAR / TAXI,1,DE742NJ,WORK,CB223SP,HOME,444761,327863,549076,249247,65007,32981
9076,C13b,17:00,LGV,2,CB30AD,HOME,CB223BL,HOME,544508,259000,548527,249692,32753,32981
9077,C13b,17:00,CAR / TAXI,1,CB246AJ,WORK,CB225JH,HOME,547617,262718,546220,252148,32961,33111
9078,C13b,17:00,CAR / TAXI,1,CB236DH,WORK,CB20QQ,PERSONAL BUSINESS,531868,259645,546549,255140,33283,32702
9079,C13b,17:00,MOTORCYCLE,1,CB224QD,WORK,CB20QQ,OTHER,548441,245620,545654,253538,60307,33111
9080,C13b,17:00,CAR / TAXI,3,PE285TQ,WORK,CB12NE,HOME,517046,283486,546023,258475,60292,32781
9081,C13b,17:00,CAR / TAXI,1,SG12FQ,WORK,CB17SR,HOME,523091,223688,547120,255876,60115,32701
9082,C13b,17:00,CAR / TAXI,2,CB236EF,WORK,CB223DY,HOME,535325,259321,544681,254601,33312,33121
9083,C13b,17:00,CAR / TAXI,1,CB249DE,WORK,CB225JS,HOME,543888,263619,545685,253196,33012,33111
9084,C13b,17:00,CAR / TAXI,1,CB237PY,HOME,CB225EH,VISIT FRIENDS,541246,258728,544109,257864,33152,32771
9085,C13b,17:00,CAR / TAXI,2,CB21TQ,WORK,CB28EW,HOME,544795,258657,545551,256731,32753,33132
9086,C13b,17:00,CAR / TAXI,1,CB236DW,WORK,CB223EH,HOME,531623,259962,548162,249426,33283,32981
9087,C13b,17:00,CAR / TAXI,1,SG141FD,HOME,CB20QQ,OTHER,532662,212625,546549,255140,60121,32702
9088,C13b,17:30,CAR / TAXI,2,CB43BW,WORK,CB225SY,EMPLOYERS BUS,544995,259509,546941,252147,32741,33111
9089,C13b,17:30,CAR / TAXI,1,MK442RR,WORK,CB225BX,HOME,507769,254397,547763,252037,32431,33111
9090,C13b,17:30,CAR / TAXI,3,PE71JG,HOME,CB20QQ,OTHER,527756,296986,546549,255140,60343,32702
9091,C13b,17:30,CAR / TAXI,1,CB245HS,HOME,CB20QQ,OTHER,540591,270500,546549,255140,33001,32702
9092,C13b,17:30,CAR / TAXI,2,LN41AS,HOME,CB223BW,VISIT FRIENDS,502264,370734,548017,249660,65004,32981
9093,C13b,17:30,CAR / TAXI,1,CB236BP,HOME,CB20QQ,OTHER,532000,259800,546714,258606,33283,32781
9094,C13b,17:30,CAR / TAXI,3,PE26YS,WORK,CB20QQ,OTHER,514094,294455,546549,255140,60375,32702
9095,C13b,17:30,CAR / TAXI,1,NR118BN,REC / LEISURE,CB225DW,HOME,631604,336396,546807,251845,60466,33111
9096,C13b,17:30,CAR / TAXI,1,CB41UF,WORK,CB225SP,HOME,547251,260475,547110,251824,32732,33111
9097,C13b,17:30,CAR / TAXI,1,N146BN,WORK,CB20QQ,OTHER,529714,194106,546549,255140,71135,32702
9098,C13b,17:30,CAR / TAXI,2,CB227QF,HOME,CB225EH,WORK,542932,251380,546549,255140,33093,32702
9099,C13b,17:30,CAR / TAXI,1,CB227ZE,WORK,CB20QQ,OTHER,543378,249089,543375,255291,33092,33162
9100,C13b,17:30,CAR / TAXI,1,CB11PN,WORK,CB216BA,HOME,545626,258265,545042,254063,32772,33121
9101,C13b,17:30,CAR / TAXI,1,CB249JD,WORK,CB20QQ,OTHER,543826,263650,546549,255140,33012,32702
9102,C13b,17:30,CAR / TAXI,1,CB39JG,WORK,CB223JL,HOME,544284,257204,549336,249584,32771,32981
9103,C13b,17:30,CAR / TAXI,1,PE195UE,HOME,CB18DW,OTHER,519436,268088,548075,256403,32913,32713
9104,C13b,17:30,CAR / TAXI,1,PE166UU,WORK,CB225AE,HOME,539589,285550,546594,252830,60336,33111
9105,C13b,17:30,CAR / TAXI,2,CB233PA,HOME,CB225DT,VISIT FRIENDS,530317,258710,546857,251910,33291,33111
9106,C13b,17:30,CAR / TAXI,1,CB30DS,WORK,CB223SP,HOME,543786,259274,546096,252173,32753,33111
9107,C13b,17:30,CAR / TAXI,1,CB233RE,WORK,CB20QQ,WORK,528747,262836,546549,255140,33266,32702
9108,C13b,17:30,CAR / TAXI,3,SG86DP,WORK,CB29LZ,HOME,538014,243827,546549,255140,33101,32702
9109,C13b,17:30,CAR / TAXI,1,CB40WZ,WORK,CB225LZ,HOME,547117,261161,546177,251959,32732,33111
9110,C13b,18:00,LGV,2,SW153EB,WORK,CB20QQ,WORK,522047,172488,546549,255140,70215,32702
9111,C13b,18:00,CAR / TAXI,1,DE12PQ,WORK,CB224AG,HOME,435582,335872,546304,250464,65014,33094
9112,C13b,18:00,CAR / TAXI,2,SG99LA,HOME,CB20QQ,OTHER,536603,227376,546549,255140,60091,32702
9113,C13b,18:00,CAR / TAXI,1,CB63JY,HOME,CB225JJ,OTHER,551523,274495,545557,253281,60338,33111
9114,C13b,18:00,CAR / TAXI,1,SG51HR,WORK,CB20QQ,OTHER,518444,229145,546549,255140,60029,32702
9115,C13b,18:00,CAR / TAXI,1,CB23NA,WORK,CB223BB,HOME,545034,258405,548763,249842,32772,32981
9116,C13b,18:00,CAR / TAXI,1,OX12HP,WORK,CB223TJ,WORK,451053,206923,549304,250201,80946,32981
9117,C13b,18:00,CAR / TAXI,1,PE275JL,WORK,CB223BN,PERSONAL BUSINESS,532244,272278,548133,249650,32843,32981
9118,C13b,18:00,CAR / TAXI,1,B47PS,WORK,CB225LZ,HOME,407620,287260,546177,251959,90001,33111
9119,C13b,18:00,CAR / TAXI,1,CB249EH,WORK,CB225AX,HOME,543664,263839,546613,252386,33012,33111
9120,C13b,18:00,CAR / TAXI,2,CB23EB,WORK,CB223BG,HOME,545078,258192,548622,249416,32772,32981
9121,C13b,18:00,CAR / TAXI,1,CB227QT,HOME,CB223BP,EDUCATION,542668,250986,549232,259351,33092,42971
9122,C13b,18:00,LGV,1,SG99QP,WORK,CB28PH,WORK,532030,229376,546120,256352,60091,32701
9123,C13b,18:00,CAR / TAXI,1,CB224QL,HOME,CB20QQ,WORK,545628,246178,546549,255140,60307,32702
9124,C13b,18:00,CAR / TAXI,1,CB39DR,WORK,CB225JT,SHOPPING,544117,258392,545654,253538,32771,33111
9125,C13b,18:00,CAR / TAXI,1,CB40WE,WORK,CB223BX,HOME,546437,261988,548197,249528,32961,32981
9126,C13b,18:00,CAR / TAXI,1,CB233RE,HOME,CB20QQ,OTHER,528747,262836,546549,255140,33266,32702
9127,C13b,18:00,CAR / TAXI,1,PE297ED,WORK,CB225LH,HOME,523611,273421,546290,252597,32861,33111
9128,C13b,18:00,CAR / TAXI,2,CB40DW,WORK,CB225BX,HOME,546566,261524,547763,252037,32961,33111
9129,C13b,18:00,CAR / TAXI,1,CB29FT,OTHER,CB223HY,HOME,544356,254570,556258,246991,33121,60295
9130,C13b,18:00,CAR / TAXI,2,MK454EY,HOME,CB20QQ,OTHER,507893,236032,546549,255140,60192,32702
9131,C13b,18:00,CAR / TAXI,1,PE274TX,HOME,CB20QQ,WORK,534598,272069,546549,255140,32843,32702
9132,C13b,18:00,CAR / TAXI,1,LE15WW,WORK,CB225EH,HOME,458660,303691,546096,252173,65003,33111
9133,C13b,18:00,CAR / TAXI,1,CB74AF,WORK,CB225AL,HOME,554358,280224,547057,252794,60303,33111
9134,C13b,18:30,CAR / TAXI,1,PE289BS,HOME,CB223BN,HOME,529266,270312,548133,249650,32853,32981
9135,C13b,18:30,CAR / TAXI,1,RG317QN,WORK,CB13BP,HOME,466219,171843,546854,257727,80830,32711
9136,C13b,18:30,CAR / TAXI,1,SG86NG,HOME,CB20QQ,WORK,539081,245055,546549,255140,33101,32702
9137,C13b,18:30,CAR / TAXI,1,CB40QA,WORK,CB225JZ,HOME,546246,261991,546704,252057,32961,33111
9138,C13b,18:30,CAR / TAXI,1,B401NT,PERSONAL BUSINESS,CB13TZ,HOME,419319,283960,505562,251634,90010,32356
9139,C13b,18:30,CAR / TAXI,2,SO303FQ,HOME,CB20QQ,PERSONAL BUSINESS,446973,114879,546549,255140,80689,32702
9140,C13b,18:30,CAR / TAXI,2,AL109EZ,WORK,CB225JT,HOME,521300,208400,545654,253538,60079,33111
9141,C13b,18:30,CAR / TAXI,1,CB21JE,HOLIDAY HOME,CB225DH,HOME,545200,257434,546761,251785,33131,33111
9142,C13b,18:30,CAR / TAXI,2,SG85RA,HOME,CB20QQ,PERSONAL BUSINESS,536301,251025,546549,255140,32947,32702
9143,C13b,18:30,CAR / TAXI,1,CB225JB,HOME,CB20QQ,PERSONAL BUSINESS,544061,251727,546549,255140,33093,32702
9144,C13b,18:30,CAR / TAXI,1,PE282BP,HOME,CB225JJ,REC / LEISURE,528815,272178,545557,253281,32851,33111
9145,C13b,18:30,CAR / TAXI,1,CB29FT,SHOPPING,CB225EJ,VISIT FRIENDS,544356,254570,556258,246991,33121,60295
