Unique_ID,RSI_Site,Time,Vehicle_Type ,Vehicle_Occupancy,Origin_Postcode,Origin_Purpose,Destination_Postcode,Destination_Purpose,OriginX,OriginY,DestinationX,DestinationY,BlackcatOrig,BlackCatDest
1,C1,7:30,CAR / TAXI,4,PE274SQ,HOME,CB21DB,WORK,533955,272122,545298,258074,32843,32772
2,C1,7:30,CAR / TAXI,2,SG175PL,HOME,CB21TN,WORK,510701,238571,544734,258453,60190,32753
3,C1,7:30,CAR / TAXI,1,CB232NQ,HOME,CB21TN,WORK,534682,255185,544734,258453,33318,32753
4,C1,7:30,CAR / TAXI,1,CB232NQ,HOME,CB21TN,WORK,534682,255185,544734,258453,33318,32753
5,C1,7:30,CAR / TAXI,1,SG80JZ,VISIT FRIENDS,CB21TN,WORK,527702,244078,544734,258453,33412,32753
6,C1,7:30,CAR / TAXI,3,CB236BG,HOME,CB27AD,OTHER,532428,259277,545115,257541,33282,33131
7,C1,7:30,CAR / TAXI,2,PE196TG,HOME,CB27AD,EDUCATION,527097,259778,545115,257541,33253,33131
8,C1,7:30,LGV,1,PE196PZ,HOME,CB30AJ,WORK,518805,262296,544477,259244,32903,32753
9,C1,7:30,CAR / TAXI,1,CB237EB,HOME,CB58EN,WORK,538365,255593,546118,258886,33317,32773
10,C1,7:30,CAR / TAXI,2,CB244QU,HOME,CB12JB,WORK,536187,268790,545789,257368,33021,32781
11,C1,7:30,CAR / TAXI,2,CB245LH,HOME,CB39DN,EDUCATION,540515,270680,544072,258260,33001,32771
12,C1,7:30,CAR / TAXI,1,PE46RP,HOME,CB19JN,WORK,516986,303391,548767,256103,60371,32713
13,C1,7:30,CAR / TAXI,2,SG193AG,HOME,CB21PX,WORK,527362,255735,545092,257695,33242,32772
14,C1,7:30,CAR / TAXI,3,CB237PW,HOME,CB28PH,WORK,540516,258707,546120,256352,33152,32701
15,C1,7:30,CAR / TAXI,2,PE292LN,HOME,CB21HF,WORK,525145,269894,545350,257534,32881,33131
16,C1,7:30,CAR / TAXI,1,PE282AA,HOME,CB39HY,WORK,526911,272580,544343,257374,32851,32771
17,C1,7:30,CAR / TAXI,1,CB244RT,HOME,CB21LR,WORK,536216,268070,545554,257361,33021,33131
18,C1,7:30,LGV,1,CB244UQ,WORK,CB30AJ,WORK,536108,265789,544477,259244,33021,32753
19,C1,7:30,CAR / TAXI,1,CB236BL,HOME,CB28FH,WORK,531900,259400,545887,256889,33283,33132
20,C1,7:30,CAR / TAXI,1,CB227QD,HOME,CB39DN,WORK,542940,251601,544072,258260,33092,32771
21,C1,7:30,CAR / TAXI,1,MK443PR,HOME,CB21RT,OTHER,510986,249438,544747,257888,32302,32772
22,C1,7:30,CAR / TAXI,1,CB232RY,HOME,CB23EJ,WORK,536212,256121,545078,258192,33314,32772
23,C1,7:30,CAR / TAXI,4,PE283LE,HOME,CB21HF,WORK,536523,275020,545350,257534,32843,33131
24,C1,7:30,CAR / TAXI,1,MK453PX,HOME,CB13EP,WORK,510250,242646,546546,258848,60190,32761
25,C1,7:30,CAR / TAXI,1,PE283PU,HOME,CB21LA,WORK,538622,274927,545621,257542,32843,33131
26,C1,7:30,CAR / TAXI,2,CB231HW,HOME,CB23DZ,WORK,536192,253786,545078,258192,33321,32772
27,C1,7:30,CAR / TAXI,1,PE196UE,HOME,CB23LL,WORK,523138,256579,544873,258552,33241,32772
28,C1,7:30,CAR / TAXI,1,CB62RS,HOME,CB39HX,WORK,544597,278993,544398,257397,60339,32771
29,C1,7:30,CAR / TAXI,1,SG85TQ,HOME,CB12LA,WORK,535972,250138,545937,257344,32947,32781
30,C1,7:30,CAR / TAXI,1,CB245TZ,HOME,CB39DN,WORK,537884,270319,544072,258260,33001,32771
31,C1,7:30,CAR / TAXI,1,CB89TS,HOME,CB39JF,WORK,564193,258294,544383,257313,60279,32771
32,C1,8:00,CAR / TAXI,1,NN60HA,HOME,CB21EH,WORK,484913,263874,545292,257697,65088,33131
33,C1,8:00,CAR / TAXI,1,CB237EB,HOME,CB21DQ,WORK,538365,255593,546118,258886,33317,32773
34,C1,8:00,CAR / TAXI,1,CB243UP,HOME,CB28AH,WORK,539201,267118,545160,256441,33022,33132
35,C1,8:00,CAR / TAXI,1,PE196GS,HOME,CB21TN,WORK,518719,261427,544734,258453,33211,32753
36,C1,8:00,CAR / TAXI,1,CM232TA,HOME,CB21RX,WORK,548602,222185,544741,258046,60014,32772
37,C1,8:00,LGV,1,PE292HG,HOME,CB12EP,WORK,524280,270233,545694,257844,32881,33131
38,C1,8:00,CAR / TAXI,1,CB249PF,HOME,CB21TN,WORK,544082,262116,544734,258453,33012,32753
39,C1,8:00,CAR / TAXI,2,CB235ED,HOME,CB11BH,WORK,531067,259231,545775,258279,33255,32772
40,C1,8:00,CAR / TAXI,1,SG86UJ,HOME,CB21TN,WORK,538562,245151,544734,258453,33101,32753
41,C1,8:00,CAR / TAXI,2,CB223JR,HOME,CB39EF,WORK,549019,249351,544196,258067,32981,32771
42,C1,8:00,CAR / TAXI,1,CB231LE,HOME,CB23PQ,OTHER,540622,252096,544846,258427,33091,32772
43,C1,8:00,CAR / TAXI,1,SG175FY,HOME,CB12EU,WORK,514507,238687,545552,257751,60188,33131
44,C1,8:00,CAR / TAXI,1,PE284JS,HOME,CB21AR,WORK,517701,276660,545832,254188,32871,33111
45,C1,8:00,CAR / TAXI,1,PE262LS,HOME,CB28FH,WORK,528224,283888,545887,256889,60335,33132
46,C1,8:00,CAR / TAXI,1,CB246DL,HOME,CB30HB,WORK,547650,263125,542207,259030,32961,32771
47,C1,8:00,CAR / TAXI,1,CB238SR,HOME,CB28PE,WORK,538746,263105,546092,256570,33303,32712
48,C1,8:00,CAR / TAXI,1,CB237PW,HOME,CB215RJ,WORK,540516,258707,546120,256352,33152,32701
49,C1,8:00,CAR / TAXI,1,CB238EP,HOME,CB12JW,WORK,538389,263601,546184,257248,33303,33132
50,C1,8:00,CAR / TAXI,2,CB237BA,HOME,CB39AA,WORK,540455,255884,544001,258876,33153,32771
51,C1,8:00,CAR / TAXI,2,CB232RE,HOME,CB21QP,WORK,535960,255907,545176,258019,33318,32772
52,C1,8:00,CAR / TAXI,1,CB231LR,HOME,CB12RE,WORK,540848,252362,545996,257271,33091,33132
53,C1,8:00,CAR / TAXI,1,LE167AF,HOME,CB12JW,WORK,473282,287371,546184,257248,65002,33132
54,C1,8:00,CAR / TAXI,2,SG86AL,HOME,CB39DN,EDUCATION,538011,244272,544072,258260,33101,32771
55,C1,8:00,CAR / TAXI,1,PE296UJ,HOME,CB21RE,WORK,522806,272822,545927,257015,32863,33132
56,C1,8:00,CAR / TAXI,1,SG85QA,HOME,CB17US,WORK,536061,249994,546573,256204,32948,32701
57,C1,8:00,CAR / TAXI,2,CM241QW,REC / LEISURE,CB21QA,VISIT FRIENDS,555516,223476,545089,257786,60679,32772
58,C1,8:00,CAR / TAXI,1,CB238TR,HOME,CB21JT,WORK,538510,262983,545554,257650,33303,33131
59,C1,8:00,CAR / TAXI,1,CB90PA,HOME,CB39LH,WORK,568361,245380,543342,257668,60562,32771
60,C1,8:00,CAR / TAXI,1,PE198JQ,HOME,CB28RU,WORK,516706,258745,545832,256552,33172,33132
61,C1,8:00,CAR / TAXI,1,SG85DR,HOME,CB23NB,WORK,535250,241472,544984,258457,30901,32772
62,C1,8:00,CAR / TAXI,1,CM74BE,HOME,CB11NP,WORK,571522,232633,545173,258439,60616,32772
63,C1,8:00,CAR / TAXI,1,SG54ER,HOME,CB17QQ,WORK,520959,235978,546176,256993,31871,32712
64,C1,8:00,CAR / TAXI,2,PE196TR,HOME,CB39AA,EDUCATION,527325,259895,544001,258876,33253,32771
65,C1,8:00,CAR / TAXI,1,PE192RN,HOME,CB21HE,WORK,518703,258384,545511,257656,33185,33131
66,C1,8:00,CAR / TAXI,3,SG85QS,HOME,CB39DN,EDUCATION,536301,250312,544072,258260,32948,32771
67,C1,8:00,CAR / TAXI,1,SG86HX,HOME,CB39DF,WORK,538771,244624,544109,257864,33101,32771
68,C1,8:00,CAR / TAXI,1,CB237NU,HOME,CB39DN,EDUCATION,534827,257002,544072,258260,33313,32771
69,C1,8:00,CAR / TAXI,1,SG193AT,HOME,CB21RY,WORK,526836,255851,545927,257015,33244,33132
70,C1,8:00,CAR / TAXI,1,SG85LP,HOME,CB21RY,WORK,534013,245826,545927,257015,33417,33132
71,C1,8:00,CAR / TAXI,1,MK452RG,HOME,CB11JG,WORK,502793,237168,545687,258252,60191,32772
72,C1,8:00,CAR / TAXI,2,ST86EJ,HOME,CB39DN,EDUCATION,388774,357850,544072,258260,90021,32771
73,C1,8:30,CAR / TAXI,1,CB232RL,WORK,CB11PT,WORK,535896,256040,545944,258339,33318,32781
74,C1,8:30,CAR / TAXI,1,SG85QB,HOME,CB39AF,WORK,533838,249053,543711,258438,32947,32771
75,C1,8:30,CAR / TAXI,1,SG175DF,HOME,CB28BW,WORK,513484,238889,545753,256813,60188,33132
76,C1,8:30,CAR / TAXI,2,SG99PE,HOME,CB21RB,WORK,535945,228254,544979,257834,60091,32772
77,C1,8:30,CAR / TAXI,1,NN106ER,EMPLOYERS BUS,CB21QJ,WORK,494168,267650,545075,257979,65031,32772
78,C1,8:30,CAR / TAXI,1,CB237XR,HOME,CB21HE,WORK,537312,259121,545511,257656,33331,33131
79,C1,8:30,CAR / TAXI,1,CB237QG,HOME,CB21SJ,WORK,537593,259425,544821,258346,33332,32772
80,C1,8:30,LGV,1,SG80BG,EMPLOYERS BUS,CB28DP,EMPLOYERS BUS,532472,250254,545556,256880,32946,33132
81,C1,8:30,CAR / TAXI,1,SG80LY,HOME,CB28BH,WORK,529512,242381,545843,256917,33413,33132
82,C1,8:30,CAR / TAXI,2,CB223DA,HOME,CB42EE,EDUCATION,549012,250272,545171,260060,32981,32741
83,C1,8:30,CAR / TAXI,1,SG85PD,HOME,CB21PX,WORK,532938,244812,545092,257695,33416,32772
84,C1,8:30,CAR / TAXI,1,SG86PS,HOME,CB39DP,EDUCATION,539021,247809,544130,258080,33422,32771
85,C1,8:30,CAR / TAXI,1,SG188SP,HOME,CB21BQ,WORK,520374,243743,545472,257862,31842,32772
86,C1,8:30,CAR / TAXI,1,CB235DQ,HOME,CB28BW,WORK,531479,259525,545753,256813,33283,33132
87,C1,8:30,CAR / TAXI,1,PE296NP,HOME,CB12EU,WORK,523020,271782,545552,257751,32863,33131
88,C1,8:30,CAR / TAXI,2,CB245LF,HOME,CB20RE,WORK,540661,270197,546122,255338,33001,32701
89,C1,8:30,CAR / TAXI,1,CB63LD,HOME,CB11NL,PERSONAL BUSINESS,551210,274560,545053,258648,60338,32772
90,C1,8:30,CAR / TAXI,3,CB87QR,WORK,CB27AD,WORK,570832,268076,545115,257541,60536,33131
91,C1,8:30,CAR / TAXI,1,CB97EJ,HOME,CB39DN,REC / LEISURE,569004,240138,544072,258260,60614,32771
92,C1,8:30,CAR / TAXI,1,CB259NE,HOME,CB21RB,WORK,549850,265437,544979,257834,32991,32772
93,C1,8:30,CAR / TAXI,1,IP138LT,HOME,CB30FZ,WORK,631827,270240,542874,258918,60563,32771
94,C1,8:30,CAR / TAXI,1,NG319QP,HOME,CB23DT,WORK,492872,336935,545085,258253,65001,32772
95,C1,8:30,CAR / TAXI,1,CB226RZ,HOME,CB39DA,WORK,541480,248080,544308,257931,33092,32771
96,C1,8:30,CAR / TAXI,1,SG193LG,HOME,CB12LA,WORK,523562,252131,545937,257344,32942,32781
97,C1,8:30,CAR / TAXI,1,CO93JU,HOME,CB39LH,WORK,577862,233814,543342,257668,60614,32771
98,C1,8:30,CAR / TAXI,2,CB237DS,HOME,CB42QT,WORK,537891,256167,545858,261790,13311,32961
99,C1,8:30,CAR / TAXI,1,CB224LT,HOME,CB21XE,WORK,547216,248191,544812,258033,60307,32772
100,C1,8:30,LGV,1,AL71UE,HOME,CB40QA,WORK,524567,214461,546246,261991,60086,32961
101,C1,8:30,CAR / TAXI,1,PE289WW,HOME,CB21AB,WORK,529218,270215,545388,257999,32853,32772
102,C1,8:30,CAR / TAXI,1,CB224XT,HOME,CB39BL,WORK,545589,246269,543724,258071,60307,32771
103,C1,8:30,CAR / TAXI,1,SG87HU,HOME,CB39DZ,WORK,536280,241154,544272,258045,30903,32771
104,C1,8:30,CAR / TAXI,1,MK451DX,HOME,CB11NA,WORK,503171,235589,545687,258030,60189,32781
105,C1,8:30,CAR / TAXI,1,PE78EF,HOME,CB23AX,OTHER,517683,295290,545114,258358,60377,32772
106,C1,8:30,CAR / TAXI,1,NR192UD,HOME,CB21TN,WORK,597926,312505,544734,258453,60400,32753
107,C1,8:30,CAR / TAXI,2,CB237GN,HOME,CB39DP,WORK,538778,256583,544130,258080,33316,32771
108,C1,8:30,CAR / TAXI,2,CB216AE,WORK,CB39JZ,OTHER,553188,248562,544147,257475,60308,32771
109,C1,8:30,CAR / TAXI,1,SG89NF,HOME,CB41JN,WORK,536439,240386,545872,259118,30903,32741
110,C1,8:30,CAR / TAXI,3,IG118RQ,HOME,CB12LS,VISIT FRIENDS,544326,184730,546234,258460,70495,32781
111,C1,8:30,CAR / TAXI,1,CB237BA,HOME,CB30DY,WORK,540455,255884,544001,258876,33153,32771
112,C1,8:30,CAR / TAXI,1,CB237PZ,HOME,CB41RB,PERSONAL BUSINESS,541492,257444,546348,260174,33152,32732
113,C1,8:30,CAR / TAXI,1,CB237AL,HOME,CB21TP,WORK,541091,255476,544775,258848,33161,32753
114,C1,8:30,CAR / TAXI,1,SG192TE,HOME,CB28AR,WORK,516883,250478,545436,256012,31803,33132
115,C1,8:30,CAR / TAXI,1,PE25QF,HOME,CB23BZ,WORK,516155,295585,545165,258404,60376,32772
116,C1,8:30,CAR / TAXI,1,SG193LU,HOME,CB23QJ,WORK,523288,252340,544914,258405,32942,32772
117,C1,8:30,CAR / TAXI,1,MK170RT,HOME,CB12JB,WORK,481698,228724,545789,257368,81087,32781
118,C1,9:00,CAR / TAXI,1,PE289JZ,HOME,CB23DZ,WORK,531704,268369,545078,258192,32854,32772
119,C1,9:00,CAR / TAXI,1,CB237EQ,VISIT FRIENDS,CB12QF,HOME,538006,256060,546350,258444,13311,32781
120,C1,9:00,CAR / TAXI,1,CB237BD,OTHER,CB39LN,HOME,540727,255765,543323,257841,33161,32771
121,C1,9:00,CAR / TAXI,1,CB231HT,HOME,CB12JW,OTHER,535641,254448,546184,257248,33321,33132
122,C1,9:00,CAR / TAXI,1,SG192NS,HOME,CB12RE,WORK,522199,249318,545996,257271,31814,33132
123,C1,9:00,CAR / TAXI,1,CB245NB,HOME,CB12JB,WORK,537506,270636,545789,257368,33001,32781
124,C1,9:00,CAR / TAXI,2,CB237DE,HOME,CB21HH,WORK,538721,256525,545540,257626,33316,33131
125,C1,9:00,CAR / TAXI,1,SG192ER,HOME,CB23BJ,SHOPPING,526046,247730,545091,258327,31816,32772
126,C1,9:00,CAR / TAXI,2,CB237EF,HOME,CB12AJ,WORK,538563,256192,546194,258036,33317,32781
127,C1,9:00,CAR / TAXI,1,CM75JJ,HOME,CB21UW,WORK,574182,229135,544717,258921,60616,32753
128,C1,9:00,CAR / TAXI,2,TW61AP,OTHER,CB11EZ,WORK,507684,175962,545545,258654,70658,32773
129,C1,9:00,CAR / TAXI,1,B179ST,HOME,CB21AR,WORK,402884,284906,545832,254188,90001,33111
130,C1,9:00,CAR / TAXI,1,NN12AB,HOME,CB17EA,WORK,475634,260518,546280,256886,65057,32712
131,C1,9:00,CAR / TAXI,1,HA39HT,HOME,CB23RF,WORK,518123,189663,544916,258271,71245,32772
132,C1,9:00,CAR / TAXI,1,SG85FG,HOME,CB21ST,WORK,535212,241129,544780,258346,30901,32771
133,C1,9:00,CAR / TAXI,1,TN145PA,HOME,CB58PX,WORK,552776,158955,547650,259909,80211,32761
134,C1,9:00,CAR / TAXI,1,CB243EF,HOME,CB39AN,WORK,539868,266610,543965,258378,33022,32771
135,C1,9:00,CAR / TAXI,1,NN144NF,WORK,CB13NB,WORK,499953,278596,546605,257600,65029,32711
136,C1,9:00,CAR / TAXI,1,CB245LH,HOME,CB39DP,WORK,540515,270680,544072,258260,33001,32771
137,C1,9:00,CAR / TAXI,1,SG85UJ,HOME,CB23QJ,WORK,533549,244145,544914,258405,33416,32772
138,C1,9:00,CAR / TAXI,1,CB231HJ,HOME,CB43JZ,WORK,537620,253661,544538,259783,33322,32721
139,C1,9:00,CAR / TAXI,2,CB227RS,HOME,CB39ET,WORK,540030,249990,544581,258063,32949,32771
140,C1,9:00,LGV,1,CB232ST,VISIT FRIENDS,CB43QN,WORK,531771,257178,544275,259679,33293,32721
141,C1,9:00,CAR / TAXI,1,CB237EQ,HOME,CB21TN,WORK,538006,256060,546350,258444,13311,32781
142,C1,9:00,CAR / TAXI,1,CB237AY,HOME,CB23BJ,SHOPPING,540882,255900,545091,258327,33161,32772
143,C1,9:00,LGV,1,CM231AG,EMPLOYERS BUS,CB39AD,EMPLOYERS BUS,546742,230197,543692,258560,60682,32771
144,C1,9:00,CAR / TAXI,2,CB248UL,HOME,CB39DN,WORK,544632,267129,544072,258260,33011,32771
145,C1,9:00,CAR / TAXI,1,CB235EG,HOME,CB28RU,WORK,531923,259080,545832,256552,33283,33132
146,C1,9:00,CAR / TAXI,3,SG51SE,WORK,CB12SN,EMPLOYERS BUS,518787,229855,546358,258098,60030,32781
147,C1,9:00,CAR / TAXI,2,SG90BY,HOME,CB39DF,WORK,540445,232851,544109,257864,60091,32771
148,C1,9:00,CAR / TAXI,1,NN96SF,HOME,CB11ND,WORK,499451,273383,545686,257942,65030,33131
149,C1,9:00,CAR / TAXI,1,CB244RA,HOME,CB21EH,VISIT FRIENDS,536247,267387,545292,257697,33021,33131
150,C1,9:00,CAR / TAXI,1,CB62PD,HOME,CB11JG,WORK,544163,278619,545687,258252,60339,32772
151,C1,9:00,CAR / TAXI,2,SG191NA,EMPLOYERS BUS,CB13BE,EMPLOYERS BUS,516392,249063,546937,257629,31808,32711
152,C1,9:00,CAR / TAXI,2,CB237DG,PERSONAL BUSINESS,CB58DW,PERSONAL BUSINESS,538826,256709,545876,258871,33316,32773
153,C1,9:00,CAR / TAXI,1,CB238AN,HOME,CB27AD,WORK,539832,260199,545115,257541,33151,33131
154,C1,9:00,OGV 1,1,PE28HY,EMPLOYERS BUS,CB17AA,EMPLOYERS BUS,520583,297217,546309,256652,60366,32712
155,C1,9:00,CAR / TAXI,1,CB237DD,HOME,CB17EB,EMPLOYERS BUS,538658,256553,546249,257025,33316,32712
156,C1,9:00,CAR / TAXI,1,SG189NN,HOME,CB39JJ,WORK,517175,242788,544459,257205,31829,32771
157,C1,9:00,CAR / TAXI,1,SG87XS,HOME,CB28PE,WORK,536205,241890,546092,256570,30903,32712
158,C1,9:00,CAR / TAXI,1,CB237DL,HOME,CB11DG,PERSONAL BUSINESS,538704,256918,545843,258576,33316,32773
159,C1,9:00,CAR / TAXI,1,OX41NQ,HOME,CB21RH,WORK,453058,205965,544824,258186,80942,32772
160,C1,9:00,CAR / TAXI,2,CB237QG,HOME,CB23BJ,SHOPPING,537593,259425,544821,258346,33332,32772
161,C1,9:00,CAR / TAXI,1,NR301BQ,HOME,CB39DQ,WORK,652409,308136,543993,257950,60424,32771
162,C1,9:30,CAR / TAXI,1,CB237ZQ,EMPLOYERS BUS,CB39BG,EMPLOYERS BUS,534988,258366,543789,257937,33319,32771
163,C1,9:30,CAR / TAXI,1,CB231LL,HOME,CB39DA,EDUCATION,540338,252776,544308,257931,33091,32771
164,C1,9:30,CAR / TAXI,2,PE291TP,HOME,CB28FH,EMPLOYERS BUS,524328,272443,545887,256889,32861,33132
165,C1,9:30,CAR / TAXI,1,CB101SH,HOME,CB23BJ,SHOPPING,549487,243556,545091,258327,60307,32772
166,C1,9:30,CAR / TAXI,1,MK417RL,HOME,CB17GX,WORK,504669,250848,546142,256875,32371,32712
167,C1,9:30,CAR / TAXI,2,CB236GZ,HOME,CB215EE,WORK,532308,259092,550548,256459,33282,32971
168,C1,9:30,CAR / TAXI,1,CB237BD,EDUCATION,CB23BJ,SHOPPING,540727,255765,543323,257841,33161,32771
169,C1,9:30,CAR / TAXI,1,CB244SA,HOME,CB21SJ,WORK,536150,268647,544821,258346,33021,32772
170,C1,9:30,CAR / TAXI,2,CB231HR,HOME,CB58EU,SHOPPING,536264,253334,546079,258868,33321,32773
171,C1,9:30,CAR / TAXI,1,PE39TX,HOME,CB28BW,WORK,517542,299658,545753,256813,60367,33132
172,C1,9:30,CAR / TAXI,1,CB245PU,HOME,CB39ET,WORK,537678,270138,544581,258063,33001,32771
173,C1,9:30,CAR / TAXI,1,CB237PZ,REC / LEISURE,CB43AH,HOME,541492,257444,546348,260174,33152,32732
174,C1,9:30,CAR / TAXI,1,SG86HW,HOME,CB21TL,WORK,538780,244755,544652,258405,33101,32753
175,C1,9:30,CAR / TAXI,2,CB237XW,HOME,CB28BW,WORK,537562,259406,545753,256813,33332,33132
176,C1,9:30,CAR / TAXI,1,PE198HY,HOME,CB12EL,REC / LEISURE,517204,259175,545808,258054,33174,32781
177,C1,9:30,OGV 1,1,CB113AU,WORK,CB12QP,WORK,554786,238068,546293,258796,60680,32761
178,C1,9:30,LGV,1,M14DY,HOME,CB58PD,WORK,384264,398118,547449,259823,10003,32761
179,C1,9:30,CAR / TAXI,2,NW117BA,HOME,CB21RL,EDUCATION,525835,188249,544725,258183,71185,32771
180,C1,9:30,OGV 1,2,PE302HZ,WORK,CB39LN,WORK,562923,321904,543323,257841,60435,32771
181,C1,9:30,CAR / TAXI,1,CB231HQ,HOME,CB39EX,OTHER,537430,253325,544546,257860,33322,32771
182,C1,9:30,LGV,1,SG192UL,HOME,CB39LQ,WORK,517029,250614,543808,257625,31803,32771
183,C1,9:30,CAR / TAXI,2,MK428SW,HOME,CB20QQ,OTHER,504151,248330,503370,252353,32342,32442
184,C1,9:30,CAR / TAXI,1,CB245JU,WORK,CB12RE,WORK,540258,269863,545996,257271,33001,33132
185,C1,9:30,CAR / TAXI,1,CB227SB,HOME,CB11HE,OTHER,538617,249298,545686,258671,32949,32773
186,C1,9:30,CAR / TAXI,2,CM232AR,HOME,CB39ED,WORK,549563,222209,543652,257373,60014,32771
187,C1,9:30,CAR / TAXI,1,PE37LY,HOME,CB21RD,WORK,516898,300797,544853,257938,60373,32772
188,C1,9:30,CAR / TAXI,1,CB237QN,HOME,CB13QR,WORK,536959,259383,546373,256883,33332,32712
189,C1,9:30,CAR / TAXI,2,HP27EA,PERSONAL BUSINESS,CB41GR,PERSONAL BUSINESS,507418,208762,546332,259528,60010,32732
190,C1,9:30,CAR / TAXI,2,CB238DY,SHOPPING,CB30EL,HOME,538086,263620,543360,259111,33302,32771
191,C1,9:30,CAR / TAXI,1,SG188PP,HOME,CB12RE,OTHER,520388,243582,545996,257271,31842,33132
192,C1,9:30,CAR / TAXI,1,LU73EJ,HOME,CB21TN,WORK,492408,225932,544734,258453,60204,32753
193,C1,9:30,CAR / TAXI,1,CB114EA,HOME,CB23DZ,WORK,553907,237482,545078,258192,60680,32772
194,C1,9:30,CAR / TAXI,1,MK58BU,HOME,CB21RE,WORK,484283,237599,545927,257015,81021,33132
195,C1,9:30,CAR / TAXI,1,PE191TU,HOME,CB27AD,WORK,519522,260668,545115,257541,33221,33131
196,C1,9:30,CAR / TAXI,1,CB236BG,HOME,CB21NS,WORK,532428,259277,545115,257541,33282,33131
197,C1,9:30,CAR / TAXI,1,SG85QF,HOME,CB39LF,OTHER,535237,250225,543817,257538,32947,32771
198,C1,9:30,CAR / TAXI,2,SG90TH,HOME,CB23BJ,SHOPPING,530023,233138,545091,258327,30273,32772
199,C1,9:30,CAR / TAXI,2,CB245ET,HOME,CB39EY,PERSONAL BUSINESS,540120,270072,544519,257737,33001,32771
200,C1,9:30,CAR / TAXI,2,CB232RE,HOME,CB11PS,SHOPPING,535960,255907,545176,258019,33318,32772
201,C1,9:30,CAR / TAXI,2,AL55PP,HOME,CB21TP,EDUCATION,514239,214423,544775,258848,60034,32753
202,C1,9:30,CAR / TAXI,1,SG85BT,OTHER,CB21DQ,WORK,534892,240987,545331,258038,30901,32772
203,C1,10:00,CAR / TAXI,1,CB225FY,WORK,CB23BJ,WORK,546128,252023,545091,258327,33111,32772
204,C1,10:00,CAR / TAXI,2,CB231JE,HOME,CB12RE,SHOPPING,540275,252251,545996,257271,33091,33132
205,C1,10:00,CAR / TAXI,2,SG85HS,HOME,CB41AX,PERSONAL BUSINESS,533441,243793,545819,259794,33416,32741
206,C1,10:00,CAR / TAXI,3,SG85QD,HOLIDAY HOME,CB21QP,SHOPPING,534803,249855,545176,258019,32947,32772
207,C1,10:00,CAR / TAXI,2,CB237AE,HOME,CB11PS,SHOPPING,539899,254822,545872,258653,33153,32773
208,C1,10:00,CAR / TAXI,2,SG191DU,HOME,CB23BJ,SHOPPING,516630,249874,545091,258327,31804,32772
209,C1,10:00,CAR / TAXI,1,CB231LQ,HOME,CB21BQ,WORK,540255,252099,545472,257862,33091,32772
210,C1,10:00,CAR / TAXI,1,CB245TZ,HOME,CB12JH,WORK,537884,270319,544072,258260,33001,32771
211,C1,10:00,CAR / TAXI,2,CB237BP,HOME,CB11PS,SHOPPING,538259,256270,545872,258653,33317,32773
212,C1,10:00,CAR / TAXI,1,CM179EU,HOME,CB21SP,WORK,547010,208839,544827,258402,60672,32772
213,C1,10:00,CAR / TAXI,5,PE296UH,HOME,CB21TN,OTHER,522892,272622,544734,258453,32863,32753
214,C1,10:00,CAR / TAXI,1,CB237PW,HOME,CB11NA,REC / LEISURE,540516,258707,546120,256352,33152,32701
215,C1,10:00,CAR / TAXI,1,MK453DY,HOME,CB28RU,WORK,506644,243506,545832,256552,32323,33132
216,C1,10:00,CAR / TAXI,1,CB114BL,HOME,CB39DP,WORK,554153,237018,544130,258080,60680,32771
217,C1,10:00,CAR / TAXI,2,CB237DU,EDUCATION,CB11JW,OTHER,537565,255968,545398,258482,33314,32772
218,C1,10:00,CAR / TAXI,1,CB236FJ,HOME,CB12RE,WORK,535325,259321,545996,257271,33312,33132
219,C1,10:00,OGV 2,2,CV230AB,WORK,CB13EA,WORK,455108,273448,546815,258774,90008,32761
220,C1,10:00,CAR / TAXI,1,CB231ET,HOME,CB11EG,WORK,538341,252362,545698,258364,33323,32772
221,C1,10:00,CAR / TAXI,1,SG80BB,HOME,CB13DT,VISIT FRIENDS,528506,241819,547225,257946,33413,32711
222,C1,10:00,CAR / TAXI,2,CM74AH,HOME,CB39DQ,WORK,572542,230234,543993,257950,60616,32771
223,C1,10:00,CAR / TAXI,1,NN57DW,HOME,CB21AR,WORK,473711,261312,545832,254188,65066,33111
224,C1,10:00,CAR / TAXI,1,CB237BJ,HOME,CB30WA,WORK,540666,255654,543660,258982,33153,32771
225,C1,10:00,CAR / TAXI,1,CB232RY,HOME,CB12JB,VISIT FRIENDS,536212,256121,545078,258192,33314,32772
226,C1,10:00,CAR / TAXI,2,CB237PL,HOME,CB23BJ,SHOPPING,541046,258900,545091,258327,33152,32772
227,C1,10:00,CAR / TAXI,1,SG85RD,HOME,CB23BJ,SHOPPING,536823,251387,545091,258327,33323,32772
228,C1,10:00,CAR / TAXI,2,CB243AB,REC / LEISURE,CB12JB,OTHER,540910,264537,545789,257368,33024,32781
229,C1,10:00,CAR / TAXI,2,PE25UU,HOME,CB23BJ,SHOPPING,515195,296913,545091,258327,60377,32772
230,C1,10:00,CAR / TAXI,2,TW61AP,OTHER,CB11DP,WORK,507684,175962,545545,258654,70658,32773
231,C1,10:30,CAR / TAXI,2,PE92LJ,EMPLOYERS BUS,CB58AB,EMPLOYERS BUS,503198,306594,544764,258976,65005,32772
